اٹوٹ unbreakable
کڑا harsh
کڑا stiff
کڑا violent
کڑا strong
کڑھائی embroidery
کڑھائی karahi
کسا compressed
کسا tense
کسا tightened
کسا tight
کسبی tart
کسبی artisan
کسبی prostitute
کسبی learnt
کسبی artificer
کسبی harlot
کسبی whore
کسبی earned
کسبی acquired
کسمسانا wriggle
کسمسانا turn
کسمسانا twist
کسمسانا fidget
کسنا utter
کسنا test
کسنا examine
کسنا bed-string
کسنا fill
کسنا tighten
کسنا etc.)
کسنا wallet
کسنا prove
کسنا load
کسنا brace
کشید extraction
کشید distillation
کشید brewing
کشید derivation
کفّارہ atonement
کفّارہ compensation
کفّارہ penitence
کفّارہ indemnity
کل yesterday
کل trigger
کل relief
کل ease
کل lock
کل repose
کل machine
کل doomsday
کل black
کل knob
کل tranquillity
کل tomorrow
کل peace
کُل tribe
کُل entire
کُل aggregate
کُل all
کُل whole
کُل race
کُل relation
کُل lineage
کُل family
کُل only
کُل pedigree
کُل merely
کلاں large
کلاں great
کلاں grand
کلاں elder
کلاں big
کلائی wrist
کلّر sterile
کلّر salinity
کلّر salt
کلّر barren
کلّر unproductive
کلیسا church
کم few
کم deficient
کم seldom
کم rare
کم scanty
کم less
کم little
کمائی earnings
کمائی profit
کمائی gain
کمتر less
کمر back
کمر girdle
کمر courage
کمر middle
کمر spirit
کمر belt
کمر backside
کمر waist
کمزور weak
کمی dearth
کمی paucity
کمی deficit
کمی reduction
کمی scarcity
کمی decrease
کمی shortfall
کمی deficiency
کمیاب scarce
کمیدان commandant
کمیلا slaughterhouse
کمیلا abattoir
کمینگی lowness
کمینگی meanness
کمینگی baseness
کنجوس miser
کنجوس stingy
کنجوس miserly
کنجوس niggard
کنجوس penny-pinching
کنستر canister
کنکھجورا centipede
کنگنی millet
کنگنی cornice
کنگھا kangha
کنگھا comb
کنیسہ church
کنیسہ synagogue
کوتاہی narrowness
کوتاہی shortcoming
کوتاہی defect
کوتاہی want
کوتاہی indifference
کوتاہی littleness
کوتاہی negligence
کوتاہی brevity
کوتاہی deficiency
کوتاہی smallness
کوٹ castle
کوٹ stronghold
کوٹ fort
کوڑا lash
کوڑا whip
کوڑھ leprosy
کوسنا curse
کوسنا imprecation
کوسنا imprecate
کوشش attempt
کوشش exertion
کوشش effort
کوشش striving
کوشش endeavour
کوشش try
کوفت gilding
کوفت anguish
کوفت disappointment
کوفت dejection
کوفت tiredness
کوفت vexation
کُوکنار poppy
کُوکنار poppy-seed
کونا corner
کوہی falcon
کوہی hilly
کوہی mountainous
کوئی few
کوئی somebody
کوئی anyone
کوئی someone
کوئی any
کوئی some
کوئی anybody
کہانت prophecy
کہانت divination
کہانت priesthood
کہانی story
کہانی tale
کہانی fable
کہاوت maxim
کہاوت proverb
کہاوت saying
کہاوت adage
کہتری inferiority
کہتری littleness
کہتری smallness
کہنا affirm
کہنا utter
کہنا versify
کہنا bidding
کہنا avow
کہنا advice
کہنا say
کہنا advise
کہنا tell
کہنا relate
کہنا speak
کہنا assert
کہنا declare
کہیں somewhere
کہیں anywhere
کہیں perhaps
کہیں ever
کہیں perchance
کہیں lest
کہیں wherever
کئی many
کئی several
کیچوا tapeworm
کیچوا rainworm
کیچوا helminth
کیچوا earthworm
کیکٹ lobster
کھاڑی gulf
کھاڑی bay
کھاڑی creek
کھال bellows
کھال hide
کھال skin
کھانا embezzle
کھانا food
کھانا khana
کھانا ruin
کھانا eat
کھانا meal
کھانا devour
کھانا endure
کھانا suffer
کھانا feast
کھانا banquet
کھانا etc.)
کھانا pester
کھانسی coughing
کھانسی cough
کھائی ditch
کھائی moat
کھائی trench
کھبّا left
کھبّا left-handed
کھٹّا sour
کھٹّا acid
کھٹّا tart
کُھرلی manger
کھریا chalk
کھڑا upright
کھڑا perpendicular
کھڑا stationary
کھڑا standing
کھڑا erect
کھڑا waiting
کھڑا stopped
کھڑا vertical
کھڑا moored
کھڑا etc.)
کھڑا constant
کھڑا perpetual
کھڑا abeyant
کھڑنک parched
کھڑنک dry
کھڑنک stiff
کھڑنک brittle
کُھلا unfastened
کُھلا unfolded
کُھلا nude
کُھلا bare
کُھلا loose
کُھلا open
کُھلا expanded
کُھلا manifest
کُھلا airy
کُھلا whitish
کُھلا naked
کُھلا unlocked
کُھلا vast
کُھلا white
کُھلا etc.)
کُھلا direct
کُھلا unstrained
کُھلا exposed
کھنکنا ring
کھنکنا clink
کھنکنا jingle
کھنکنا chink
کھوپرا copra
کھوپرا coconut
کھوپڑی brains
کھوپڑی cranium
کھوپڑی head
کھوپڑی understanding
کھوجی detective
کھوجی investigator
کھوجی tracker
کھوجی searcher
کھودنا hollow
کھودنا investigate
کھودنا dig
کھودنا delve
کھودنا engrave
کھودنا carve
کھودنا scoop
کھوکھلا excavated
کھوکھلا rotten
کھوکھلا empty
کھوکھلا hollow
کھولنا unravel
کھولنا unbolt
کھولنا expand
کھولنا open
کھولنا disclose
کھولنا reveal
کھولنا expose
کھولنا liberate
کھولنا unfold
کھولنا explain
کھولنا begin
کھولنا untie
کھولنا clarify
کھولنا etc.)
کھولنا disengage
کھولنا start
کھولنا unlock
کھیل sport
کھیل theater
کھیل pastime
کھیل artifice
کھیل trick
کھیل circus
کھیل fun
کھیل show
کھیل entertainment
کھیل drama
کھیل frolic
کھیل hobby
کھیل play
گاد sediment
گاد dregs
گاد lees
گاد cholesterol
گاڑی coach
گاڑی carriage
گاڑی vehicle
گاڑی cart
گاڑی car
گاڑی gari
گاڑی train
گانا laud
گانا sing
گانا describe
گانا song
گانٹھ contention
گانٹھ tie
گانٹھ entanglement
گانٹھ misunderstanding
گانٹھ bale
گانٹھ disagreement
گانٹھ discord
گانٹھ joint
گانٹھ parcel
گانٹھ bundle
گانٹھ lump
گانٹھ purse
گانٹھ obstacle
گانٹھ gnarl
گانٹھ pocket
گانٹھ knot
گاہک customer
گاہک buyer
گاہک purchaser
گت happiness
گت state
گت gaiety
گت condition
گت recognition
گت fortune
گت end
گت tune
گت motion
گت pace
گت manner
گت pleasure
گت identification
گت gait
گت quaver
گت predicament
گت destiny
گت salvation
گت mode
گت plight
گت method
گت phase
گٹاّ plug
گٹاّ stopper
گٹاّ callosity
گٹھیا sack
گٹھیا gout
گٹھیا arthritis
گٹھیا bale
گٹھیا bag
گٹھیا bundle
گٹھیا package
گداگر beggar
گداگر fakir
گداگر mendicant
گدلا foul
گدلا muddy
گدلا dirty
گدلا turbid
گدیلا cushion
گڈریا cowherd
گڈریا shepherd
گرج roaring
گرج thundering
گرج bellowing
گرج thunder
گرج roar
گرجنا roar
گرجنا thunder
گرجنا bellow
گرم quickly
گرم fiery
گرم hot
گرم angrily
گرم burning
گرم lively
گرم ardent
گرم passionate
گرم eager
گرم rapidly
گرم bad-tempered
گرم warm
گرم irascible
گشتی prostitute
گشتی moving
گشتی watching
گشتی circular
گشتی whore
گشتی mobile
گشتی patrolling
گلگل citron
گلوکار songster
گلوکار singer
گلوکار vocalist
گلی lane
گلی putrid
گلی rotten
گلی alley
گمبھیر thoughtful
گمبھیر unfathomed
گمبھیر grave
گمبھیر serious
گمبھیر profound
گمبھیر carbuncle
گمبھیر deep
گمبھیر heavy
گنج settlement
گنج emporium
گنج heap
گنج market
گنج baldness
گنج treasure
گندا dirty
گندا stinking
گندا filthy
گندا odorous
گندگی litter
گندگی filth
گندمی wheaten
گندہ obscene
گندہ impure
گندہ indecent
گندہ unclean
گندہ stinking
گندہ filthy
گندہ rotten
گندہ dirty
گندھک sulphur
گندھک brimstone
گندھی perfumer
گنوار villager
گنوار boor
گنوار simpleton
گواہ witness
گواہی testimony
گواہی evidence
گودام store
گودام warehouse
گودام godown
گوشہ corner
گوشہ privacy
گوشہ angle
گوشہ retirement
گوشہ closet
گول silly
گول bulky
گول foolish
گول spherical
گول worthless
گول vague
گول uncertain
گول useless
گول obese
گول circular
گول ring-shaped
گول round
گول complicated
گول globular
گول vanished
گول indefinite
گولائی curvature
گولائی roundness
گولائی circularity
گولائی sphericity
گولی shot
گولی pill
گولی globule
گولی bullet
گولی tablet
گومڑا lump
گومڑا swelling
گومڑا protuberance
گومڑا bruise
گومڑا bump
آواگون reincarnation
آواگون transmigration
گہرا important
گہرا serious
گہرا profound
گہرا grave
گہرا weighty
گہرا deep
گہرا solemn
گہرا difficult
گہرا thick
گہرائی deepness
گہرائی depth
گہرائی profundity
گیارہ eleven
گیارھواں eleventh
گینڈا rhinoceros
گھاٹا damages
گھاٹا loss
گھاٹا reduction
گھاٹا deficiency
گھٹانا demote
گھٹانا reduce
گھٹانا devalue
گھٹانا subtract
گھٹانا diminish
گھٹانا lessen
گھٹانا lower
گھٹانا allay
گھٹانا decrease
گھٹانا degrade
گھٹاؤ abatement
گھٹاؤ deduction
گھٹاؤ lowering
گھٹاؤ subtraction
گھٹاؤ fall
گھٹاؤ reduction
گھٹاؤ depreciation
گھٹیا low-priced
گھٹیا low
گھٹیا mean
گھٹیا mediocre
گھٹیا inferior
گھٹیا cheap
گھٹیا base
گھر habitation
گھر hole
گھر origin
گھر source
گھر house
گھر den
گھر dwelling
گھر etc.)
گھر home
گھر abode
گھر socket
گھڑی ghurry
گھڑی clock
گھڑی moment
گھڑی time
گھڑی chronometer
گھڑی watch
گھڑی hour
گھڑیال clock
گھڑیال bell
گھڑیال gharial
گھڑیال gong
گھڑیال alligator
گھمنڈ arrogance
گھمنڈ haughtiness
گھمنڈ pride
گھنا many
گھنا much
گھنا close
گھنا thick
گھنا dense
گھنٹہ clock
گھنٹہ ghanta
گھنٹہ bell
گھنٹہ gong
گھنٹہ period
گھوڑی stepladder
گھوڑی mare
گھوڑی ricer
گھونگا shell
گھونگا seashell
گھونگا mollusc
گھونگا conch
گھونگا fool
گھونگا dunce
گھونگا snail
گھیر compound
گھیر boundary
گھیر circle
گھیر area
گھینگا goitre
لاادری sceptic
لاادری agnostic
لاادری unknown
لادینیت irreligiousness
لادینیت secularism
لاشعاع x-ray
لاقانونیت lawlessness
لاوارث heirless
لاوارث stray
لاوارث waif
لاٹھی cudgel
لاٹھی stick
لاٹھی staff
لاٹھی club
لاٹھی lathi
لاجوردی azure
لاجوردی ultramarine
لاغری weakness
لاغری leanness
لاکھ lac
لاکھ lakh
لاکھ heaps
لاکھ although
لاگت outlay
لاگت cost
لاگت expenditure
لاگت expense
لالچ greed
لالچ avarice
لالچ avidity
لالچ covetousness
لالچ temptation
لالچی avaricious
لالچی greedy
لالچی covetous
لالی daughter
لالی rouge
لالی ruddiness
لالی reputation
لالی redness
لالی bleariness
لالی honour
لالی sister
لامحدود unlimited
لامحدود immense
لامحدود infinite
لائق good
لائق proper
لائق qualified
لائق worthy
لائق learned
لائق deserving
لائق adapted
لائق convenient
لائق noble
لائق suitable
لائق able
لائق competent
لائق due
لائق becoming
لائق decent
لائق congruous
لائق capable
لائق fit
لائق pertinent
لائق well-bred
لب lip
لب saliva
لب margin
لب shore
لب edge
لب brim
لبن milk
لپٹ scent
لپٹ blast
لپٹ flame
لپٹ odour
لپٹ gust
لپیٹنا wrap
لپیٹنا roll
لپیٹنا bind
لپیٹنا pack
لپیٹنا entangle
لپیٹنا furl
لپیٹنا fold
لپیٹنا enclose
لپیٹنا involve
لپیٹنا envelop
لت vice
لت leg
لت smeared
لت addiction
لچک resilience
لچک flexibility
لچک suppleness
لچک buoyancy
لچک adaptability
لچک elasticity
لچکیلا elastic
لچکیلا supple
لچکیلا flexible
لچکیلا resilient
لذیذ pleasant
لذیذ tasty
لذیذ delicious
لذیذ delightful
لذیذ joyful
لذیذ savoury
لذیذ interesting
لرزاں quivering
لرزاں shivering
لرزاں trembling
لرزاں tremulous
لرزنا beat
لرزنا shiver
لرزنا palpitate
لرزنا shake
لرزنا quake
لرزنا tremble
لرزنا throb
لڑاکا fighter
لڑاکا contentious
لڑاکا belligerent
لڑاکا riotous
لڑاکا quarrelsome
لڑکا boy
لڑکا inexperienced
لڑکا simple
لڑکا thoughtless
لڑکا son
لڑکا bridegroom
لڑکی daughter
لڑکی bride
لڑکی girl
لڑکی lass
لڑکی maiden
لشکری military
لشکری soldier
لطافت clearness
لطافت light-heartedness
لطافت neatness
لطافت subtlety
لطافت delicacy
لطافت fineness
لطافت purity
لطافت pleasantness
لطافت elegance
لطافت softness
لطافت exquisiteness
لطیف courteous
لطیف benign
لطیف subtle
لطیف kind
لطیف light
لطیف thin
لطیف transparent
لطیف fine
لطیف elegant
لطیف gentle
لطیف benevolent
لطیف delicious
لطیف exquisite
لطیف delicate
لطیف graceful
لطیف savoury
لطیف affable
لطیف slender
لطیف agreeable
لطیفہ joke
لطیفہ witticism
لطیفہ pleasantry
لعنتی accursed
لعنتی cursed
لغو absurd
لغو unsubstantiated
لغو nonsense
لغو nonsensical
لغو gibberish
لغو frivolous
لغو preposterous
لفّاظ garrulous
لفّاظ verbose
لفّاظ loquacious
لفّاظ eloquent
لفّاظ talkative
لفّاظی verbosity
لفّاظی volubility
لفّاظی eloquence
لفّاظی loquacity
لفّاظی prolixity
لفظ promise
لفظ word
لفظیات vocabulary
لفنگا hooligan
لفنگا scoundrel
لفنگا rogue
لفنگا hoodlum
لفنگا yob
لفنگا blackguard
لکیر streak
لکیر stripe
لکیر line
لگانا unite
لگانا fix
لگانا apply
لگانا plaster
لگانا attach
لگانا impose
لگانا use
لگانا join
لگانا employ
لگانا backbite
لگانا hit
لگانا connect
لگانا plant
لگانا impute
لگانا spread
لمبا great
لمبا long
لمبا tall
لمبا expanded
لمبائی tallness
لمبائی length
لمحہ moment
لمس touch
لنگ lameness
لنگ direction
لنگ side
لنگ limping
لنگ line
لنگ lame
لنگ row
لنگڑا lame
لنگڑا limping
لنگڑا crippled
لوبھی greedy
لوبھی covetous
لوکاٹ loquat
لون salt
لوہار blacksmith
لوہار forger
لوہار ironmonger
لہات uvula
لہٰذا consequently
لہٰذا therefore
لہٰذا so
لہر ache
لہر whim
لہر frenzy
لہر emotion
لہر wave
لہر fancy
لہر ecstasy
لہر burn
لہر smart
لہر fit
لہر undulation
لہر excitement
لہرانا undulate
لہرانا flutter
لہرانا fluctuate
لہرانا wave
لہرانا exult
لہرانا tantalize
لہسنی garlicky
لیکن however
لیکن yet
لیکن but
لیکن nevertheless
مادرانہ maternal
مادرانہ motherly
مادری maternal
مادری motherly
مادری matriarchal
مادّی material
مارچوبہ asparagus
مارنا brag
مارنا lust
مارنا appetite
مارنا drub
مارنا kill
مارنا crack
مارنا hit
مارنا conceal
مارنا break
مارنا misappropriate
مارنا reduce
مارنا manhandle
مارنا strike
مارنا beat
مارنا bang
مارنا scold
مارنا conquer
مارنا etc.)
مارنا steal
مارنا pinch
مارنا defeat
مارنا subdue
مارنا shoot
مارنا destroy
مارنا hide
مارنا master
مارنا punish
مارنا mar
مارنا usurp
مارنا slay
مارنا subjugate
مارنا boast
مارنا slaughter
مارنا tolerate
مارنا wink
مارنا cut
ماڑا destitute
ماڑا rotten
ماڑا weak
ماڑا poor
ماڑا bad
ماڑا lean
ماڑا languid
مالا rosary
مالا beads
مالا garland
مالا mala
مالا necklace
مالشیا masseur
مالشیا massager
مالی monetary
مالی gardener
مالی financial
مالی mali
مالی horticulturist
مالی pecuniary
مالی fiscal
مالیخولیا melancholia
ماں origin
ماں source
ماں mother
ماں mummy
ماں ma
ماں root
ماں base
مانجھی boatman
مانجھی manjee
ماند tired
ماند dull
ماند dim
ماند lair
ماند fatigued
ماند dunghill
ماند faint
ماند den
ماند unwell
ماند faded
ماندگی weariness
ماندگی illness
ماندگی fatigue
ماندگی indisposition
ماندہ tired
ماندہ ailing
ماندہ fatigued
ماندہ left
ماندہ weary
ماندہ remaining
ماندہ indisposed
مانع barrier
مانع forbidding
مانع impediment
مانع bar
مانع prohibition
مانع preventive
مانع obstacle
مانع hindrance
مانگ request
مانگ demand
مانگ want
مانگ husband
مانگ betrothal
ماننا approve
ماننا believe
ماننا observe
ماننا vow
ماننا mind
ماننا own
ماننا heed
ماننا allow
ماننا agree
ماننا accept
ماننا respect
ماننا promise
ماننا obey
ماننا suppose
ماننا assume
ماننا acknowledge
ماننا confess
ماننا admit
ماننا consent
مانوس friend
مانوس associate
مانوس companion
مانوس attached
مانوس well-known
مانوس associated
مانوس friendly
مانوس intimate
ماہوار monthly
مایوس disappointed
مایوس despondent
مبادا lest
مبرز lavatory
مبرز anus
مبرز latrine
متانت seriousness
متانت firmness
متانت earnestness
متانت stability
متانت gravity
متروک rejected
متروک left
متروک abolished
متروک obsolete
متروک forsaken
متروک relinquished
متین strong
متین solid
متین grave
متین serious
مثل proverb
مثل saying
مثل adage
مثل maxim
مثل saw
مجاز metaphor
مجاز lawful
مجاز simile
مجاز allegory
مجاز trope
مجبوری helplessness
مجبوری constraint
مجبوری powerlessness
مجبوری compulsion
مجموعی collective
مجموعی overall
مجموعی aggregate
مجموعی total
مجنوں mad
مجنوں insane
مجنوں lunatic
مجوسی magus
مجہول absent-minded
مجہول abstracted
مجہول unknown
مجہول slow
مجہول ignorant
مجہول slothful
مجہول unaware
مچھلی pisces
مچھلی fish
مچھلی biceps
محبس prison
محبس lock-up
محبس jail
محبوب lovey
محبوب beloved
محبوب liked
محبوب loved
محصول postage
محصول custom
محصول duty
محصول tax
محض entirely
محض mere
محض pure
محض unmixed
محض purely
محض simple
محض absolute
محض wholly
محض absolutely
محض solely
محض unalloyed
محض merely
محفوظ protected
محفوظ reserved
محفوظ immune
محفوظ sheltered
محفوظ secured
محفوظ guarded
محفوظ secure
محفوظ safe
محکومی subjection
محو fascinated
محو obliterated
محو erased
محو effaced
محو absorbed
محو entranced
محو rapt
مخروطی tapering
مخروطی pyramidal
مخروطی conical
مخزن storehouse
مخزن magazine
مخزن treasury
مخزن repository
مخزن warehouse
مخزن etc.)
مخفی occult
مخفی secret
مخفی private
مخفی hidden
مخلوط amalgamated
مخلوط blended
مخلوط mixed
مخمل velvet
مخملی velvety
مدّاح eulogist
مدّاح admirer
مدّاح praiser
مدّاح panegyrist
مدخل entrance
مدخل gate
مدخل access
مدخل income
مدخل door
مدخل admission
مدد etc.
مدد relief
مدد workers
مدد assistance
مدد help
مدد aid
مدد masons
مدد labourers
مدد reinforcement
مدد wages
مددگار helper
مددگار auxiliary
مددگار assistant
مددگار ally
مدنی civic
مدنی urban
مذاق liking
مذاق taste
مذاق pleasantry
مذاق wit
مذاق joke
مذبح altar
مذبح butchery
مذبح slaughterhouse
مذبح abattoir
مذہب religion
مذہب creed
مذہب faith
مذہبی religious
مذہبی godly
مذہبی pious
مُر bitter
مُر myrrh
مرتبہ order
مرتبہ time
مرتبہ rank
مرتبہ office
مرتبہ status
مرتبہ turn
مردانگی manliness
مردانگی heroism
مردانگی bravery
مرض illness
مرض sickness
مرض disease
مرض ailment
مرض addiction
مرض malady
مرضی choice
مرضی pleasure
مرضی assent
مرضی will
مرضی consent
مرکزی pivotal
مرکزی central
مرکزیت centricity
مرکزیت centralization
مرکزیت centrality
مروارید pearl
مرہم ointment
مرہم unguent
مرہم salve
مریض ailing
مریض ill
مریض sick
مریض diseased
مریض patient
مرینا merino
مزا taste
مزید increased
مزید more
مزید greater
مزید further
مزید additional
مسحور fascinated
مسحور charmed
مسحور enchanted
مسحور bewitched
مسخرہ jester
مسخرہ wag
مسخرہ joker
مسخرہ buffoon
مسرور pleased
مسرور glad
مسرور delighted
مسرور happy
مسرور cheerful
مُسِن aged
مُسِن old
مسئلہ proposition
مسئلہ tenet
مسئلہ problem
مسئلہ question
مسئلہ theorem
مسئلہ maxim
مسئلہ issue
مشروب drinkable
مشروب drink
مشروب beverage
مشغول engaged
مشغول busy
مشغول occupied
مُشک musk
مشورہ counsel
مشورہ advice
مشورہ consultation
مشین machinery
مشین machine
مشینی mechanical
مضبوط lasting
مضبوط firm
مضبوط inflexible
مضبوط solid
مضبوط durable
مضبوط fixed
مضبوط resolute
مضبوط strong
مضبوط cogent
مضمون composition
مضمون topic
مضمون purport
مضمون essay
مضمون subject
مضمون article
مطلب sense
مطلب object
مطلب purpose
مطلب meaning
مطلب desire
مطلب petition
مطلب concern
مطلب question
مطلب motive
مطلب aim
مطلب wish
مطلب selfishness
مظہر view
مظہر spectacle
مظہر stage
مظہر phenomenon
مظہر theatre
مظہر manifestation
معاً instantaneously
معاً instantly
معبر ford
معدنی mineral
معدوم extinct
معدوم non-existent
معذرت plea
معذرت excuse
معذرت apology
معذور handicapped
معذور excused
معذور disabled
معذور powerless
معذور helpless
معذور excusable
معذوری excuse
معذوری inability
معذوری regret
معذوری disability
معروضیت objectivity
معروضیت objectivism
معروف noted
معروف celebrated
معروف well-known
معصوم guileless
معصوم child
معصوم artless
معصوم innocent
معصوم sinless
معقول appropriate
معقول proper
معقول plausible
معقول just
معقول reasonable
معقول rational
معقول wise
معقول solemn
معقول fair
معقول salary)
معقول civil
معقول intellectual
معقول pertinent
معقول sensible
معکوس inversive
معکوس inverted
معکوس reversed
معمل laboratory
معمول established
معمول usual
معمول routine
معمول habit
معمول practice
معمول custom
معمول tradition
معمول customary
معمول menstruation
معنی sense
معنی meaning
معنی import
معنی essence
معنی substance
معنی purport
معنی intent
مغرور haughty
مغرور arrogant
مغرور conceited
مغرور proud
مغرور vain
مغز marrow
مغز kernel
مغز pride
مغز pith
مغز intellect
مُغوی abductor
مُغوی kidnapper
مقام dignity
مقام site
مقام opportunity
مقام place
مقام halt
مقام occasion
مقام status
مقام situation
مقام encampment
مقامی stationary
مقامی resident
مقامی local
مقبرہ sepulchre
مقبرہ mausoleum
مقبرہ tomb
مقبول known
مقبول admitted
مقبول accepted
مقبول beloved
مقبول grateful
مقبول famous
مقبول popular
مقبول received
مقبول pleasing
مقبول chosen
مقبولیت agreeableness
مقبولیت acceptability
مقبولیت popularity
مقصد object
مقصد purpose
مقصد design
مقصد intention
مقصد aim
مقصد objective
مقصود object
مقصود view
مقصود design
مقصود intent
مقصود aim
مکّار impostor
مکّار crafty
مکّار artful
مکّار cheat
مکّار false
مکّار sly
مکّار cunning
مکّار pretender
مکان house
مکان dwelling
مکان home
مکان abode
مکان space
مکر artifice
مکر fraud
مکر wile
مکر cheating
مکر pretence
مکر deceit
مکر pretext
مکر trick
مکروہ unpleasant
مکروہ disgusting
مکروہ unbecoming
مکروہ abominable
مکروہ loathsome
مگر save
مگر except
مگر but
مگر mugger
مگس fly
مگس honey-bee
مگن pleased
مگن self-satisfied
مگن enjoying
مگن engrossed
مگن happy
مگن absorbed
مُلّا mullah
مُلّا decoy-bird
ملامت blaming
ملامت reprehension
ملامت reproof
ملامت censure
ملامت rebuke
ملامت reproach
ملٹ pasteboard
ملٹ cardboard
ملخ locust
ملغوبہ farrago
ملغوبہ hotchpotch
ملغوبہ jumble
ملغوبہ mash
ملغوبہ hodgepodge
ملغوبہ medley
ممنوع proscribed
ممنوع interdicted
ممنوع embargoed
ممنوع taboo
ممنوع banned
ممنوع debarred
ممنوع forbidden
ممنوع prohibited
ممنون thankful
ممنون grateful
ممنون beholden
ممنون obliged
ممولا wagtail
منانا invoke
منانا propitiate
منانا coax
منانا cajole
منانا wheedle
منانا celebrate
منانا soothe
منانا persuade
منانا appease
منانا commemorate
منانا conciliate
منبع spring
منبع fountain
منبع origin
منبع source
منبع fount
منتر spell
منتر advice
منتر incantation
منتر mantra
منتر charm
مندا mild
مندا dull
مندا relaxed
مندا slump
مندا slack
مندا dim
مندا ill
مندا slow
مندا flat
مندا gentle
مندا cheap
مندا bad
مندا sluggish
مندا abated
منسوخی abolition
منسوخی abrogation
منسوخی annulment
منسوخی cancellation
منشور manifesto
منشور scattered
منشور charter
منشور dispersed
منشور constitution
منشور prism
منشور law
منصوبہ design
منصوبہ plan
منصوبہ project
منصوبہ scheme
منطقی logician
منطقی logical
منظر landscape
منظر view
منظر scenery
منظر spectacle
منظر scene
منظوری assent
منظوری approval
منظوری sanction
منظوری permission
منظوری ratification
منعقدکرنا hold
منعقدکرنا convene
منعقدکرنا organize
منعقدکرنا celebrate
منفی rejected
منفی negative
منفی negated
منفی minus
منفی destructive
منگل happiness
منگل pleasure
منگل auspiciousness
منگل fortunate
منگل prosperity
منگل lucky
منگل welfare
منگل tuesday
منگنی loan
منگنی betrothal
منوی seminal
مواد matter
مواد articles
مواد pus
موٹا clear
موٹا obtuse
موٹا stout
موٹا dense
موٹا bulky
موٹا fat
موٹا foolish
موٹا manifest
موٹا obese
موٹا coarse
موٹا rich
موٹا thick
موٹا corpulent
موٹا plump
موٹا wealthy
موٹا big
موٹا gross
موٹا rough
موٹائی thickness
موٹائی bulkiness
موچی saddler
موچی shoemaker
موچی mochi
موچی cobbler
مورنی corbel
مورنی peahen
موڑنا bend
موڑنا curve
موڑنا turn
موڑنا twist
مُول origin
مُول source
مُول principal
مُول text
مُول generation
مُول root
مومیانا mummify
مویز blackcurrant
مویز raisin
مہارت expertise
مہارت skill
مہارت proficiency
مہارت mastery
مہک odour
مہک scent
مہک fragrance
مہک smell
مہمیز motivation
مہمیز spur
مہمیز temptation
مہنگا pricey
مہنگا costly
مہنگا expensive
مہنگا dear
میرا my
میرا mine
میش ram
میش ewe
میش sheep
میل union
میل mixture
میل copulation
میل intimacy
میل connection
میل conciliation
میل sort
مینڈھا billow
مینڈھا ram
نااستواری confusion
نااستواری inconstancy
نابکار wicked
نابکار worthless
نابکار useless
نابکار vile
نابکار good-for-nothing
ناپاک lewd
ناپاک impure
ناپاک polluted
ناپاک unclean
ناپاک defiled
ناپاک filthy
ناپاک licentious
ناپاک dirty
ناپاکی uncleanliness
ناپاکی defilement
ناپاکی pollution
ناپاکی impurity
ناتمام unfinished
ناتمام deficient
ناتمام incomplete
ناتمام imperfect
ناتواں feeble
ناتواں weak
ناتواں powerless
ناتواں infirm
ناتواں frail
ناخواندہ uninvited
ناخواندہ unread
ناخواندہ unlettered
ناخواندہ ignoramus
ناخواندہ illiterate
ناخواندہ uneducated
نادانستگی unwittingness
نادانستگی ignorance
نادرست wrong
نادرست crooked
نادرست false
نادرست untrue
نادرست improper
نادرست incorrect
ناشائستہ uncouth
ناشائستہ unmannerly
ناشائستہ indecorous
ناشائستہ indecent
ناشائستہ uncultured
ناشائستہ unbecoming
ناشائستہ ill-mannered
ناشائستہ unfit
ناشائستہ improper
نافرمان disobedient
ناکارہ unserviceable
ناکارہ worthless
ناکارہ useless
ناکارہ good-for-nothing
ناکافی insufficient
ناکام dejected
ناکام failed
ناکام depressed
ناکام unsuccessful
ناکام defeated
ناکامی failure
ناگفتہ untold
ناگفتہ unsaid
ناگفتہ unuttered
نامرد cowardly
نامرد impotent
نامرد eunuch
نامرد unmanly
نامعقول absurd
نامعقول unreasonable
نامعقول silly
نامعقول indecent
نامعقول irrational
نامعقول improper
نامعقول preposterous
ناموزوں unmetrical
ناموزوں unsuitable
نایاب unprocurable
نایاب precious
نایاب scarce
نایاب rare
نایاب unobtainable
ناآزمودہ unproved
ناآزمودہ inexperienced
ناپنا measure
ناپنا appraise
ناتوانی weakness
ناٹک pantomime
ناٹک comedy
ناٹک theatre
ناٹک drama
ناٹک play
ناچ dance
ناچ nautch
ناچنا caper
ناچنا dance
نادار insolvent
نادار pauper
نادار penniless
نادار poor
نادار indigent
نادار needy
نادار bankrupt
ناداری insolvency
ناداری poverty
نادان ignorant
نادان simple
نادان foolish
نارجیل coconut
نازک slim
نازک subtle
نازک light
نازک thin
نازک gracile
نازک elegant
نازک gentle
نازک brittle
نازک tender
نازک fragile
نازک delicate
نازک slender
ناشپاتی pear
ناکس mere
ناکس mean
ناکس worthless
ناکس nobody
ناکس uncivilized
نالی gutter
نالی pipe
نالی tube
نالی drain
نام appellation
نام fame
نام reputation
نام title
نام name
نام honour
نامور famous
ناموری fame
ناموری renown
نامیہ creature
نامیہ growth
نامیہ vegetation
نامیہ organism
نان nan
نان naan
نان roti
نان bread
نان loaf
نباتی vegetal
