los	die
reformas	reformen
encontraron	fanden
esposo	gemahl
esposo	gatte
esposo	ehemann
fenner	fenner
gray	gray
variantes	varianten
luisa	luisa
luisa	luise
luisa	lois
representar	repräsentieren
representar	vertreten
representar	darstellen
old	old
respeto	respekt
respeto	respektiere
respeto	achtung
eliminación	entsorgung
eliminación	beseitigung
símbolos	symbole
cerámica	keramik
delgado	dünn
delgado	schlank
delgado	dünner
asentamiento	siedlung
guadalupe	guadalupe
guadalupe	guadeloupe
variable	variable
variable	variabel
tecnologías	technologien
abre	öffne
abre	öffnet
caracteres	buchstaben
caracteres	zeichen
llevaba	trug
grabaciones	aufnahmen
elaboración	ausarbeitung
petróleo	öl
petróleo	erdöl
intercambio	austausch
intercambio	tausch
aviso	hinweis
aviso	warnung
psoe	psoe
absoluta	absoluten
absoluta	absoluter
absoluta	absolute
dónde	wo
vendido	verkauft
vendido	verkaufte
famosos	promis
famosos	berühmt
famosos	berühmten
duro	hart
duro	harte
arizona	arizona
cristianismo	christentum
huevos	eier
huevos	eiern
dibujo	zeichnen
dibujo	zeichnung
frío	kalt
frío	kälte
tradicionalmente	traditionsgemäß
tradicionalmente	traditionell
tradicionalmente	traditionellerweise
decisiones	entscheidungen
decisiones	beschlüsse
esculturas	skulpturen
tango	tango
patio	hof
patio	innenhof
conocimientos	kenntnisse
angel	angel
administrativo	administrative
afirmó	behauptete
añadir	hinzufügen
dúo	duett
dúo	duo
adam	adam
brillante	brillant
brillante	glänzend
brillante	hochglanz
reconocida	anerkannte
reconocida	anerkannt
anotó	erzielte
existía	existierte
leche	milch
nápoles	neapel
caer	fallenlassen
sociedades	gesellschaften
pagar	bezahlen
soldado	soldaten
soldado	soldat
soldado	gefreiter
teorías	theorien
jose	jose
puertos	häfen
cincuenta	fünfzig
salta	salta
salta	springt
ribera	ribera
croacia	kroatien
tormenta	gewitter
tormenta	stürmen
tormenta	sturm
tormenta	stürme
transformación	verarbeitung
transformación	verwandlung
transformación	transformation
transformación	umwandlung
ejércitos	armeen
ejércitos	heere
francis	francis
deportista	sportler
cáceres	cáceres
cáceres	caceres
rebeldes	rebellen
visitantes	besuchern
visitantes	besucher
cabrera	cabrera
ropa	kleidung
máquinas	maschinen
síndrome	syndrom
soledad	einsamkeit
localizado	lokalisiert
tiendas	läden
tiendas	geschäfte
premier	premier
cuello	kragen
cuello	hals
cuello	nacken
pudieron	konnten
nick	nick
orientales	orientalische
científicas	wissenschaftlerinnen
procesión	prozession
democrático	demokratische
democrático	demokratisches
democrático	demokratisch
compromiso	kompromiß
compromiso	kompromiss
compromiso	engagement
compromiso	verpflichtung
compromiso	verlobung
palacios	palästen
palacios	paläste
consecuencias	konsequenzen
ranking	ranking
ranking	rangliste
ranking	rangfolge
mateo	matthäus
mateo	mateo
abuelo	grossvater
abuelo	großvater
propuso	schlug
núñez	nunez
novia	braut
enfrentó	konfrontierte
tucumán	tucumán
filas	zeilen
filas	reihen
anexo	anhang
heridos	verletzte
heridos	verletzt
heridos	verwundete
heridos	verletzten
ejerció	übte
ejerció	ausübte
activos	vermögenswerte
activos	aktiva
activos	aktive
activos	aktiv
viva	lebendig
quince	fünfzehn
minerales	minerale
minerales	mineralien
minerales	mineralstoffe
miedo	angst
miedo	furcht
miedo	fürchten
colombiana	kolumbianische
vapor	dampf
parecen	scheinen
nazi	nazi
nazi	nazis
comenzar	beginnen
comenzar	anfangen
servir	servieren
servir	dienen
death	death
stephen	stephen
navidad	weihnachten
promover	fördern
aprobación	billigung
aprobación	genehmigung
aprobación	zustimmung
intelectual	intellektuelle
intelectual	intellektuell
intelectual	intellektueller
luchar	kämpfen
traslado	verbringung
traslado	verlegung
traslado	überstellung
navegación	navigation
pertenecen	gehören
desaparición	verschwinden
resolver	lösen
andrew	andrew
cuentas	konten
desaparecidos	vermißt
desaparecidos	vermisst
desaparecidos	vermisste
lluvia	regen
interno	internen
interno	intern
interno	interne
tradiciones	traditionen
académicos	akademiker
industriales	industriellen
dispositivos	geräte
dispositivos	vorrichtungen
creciente	wachsende
marcador	markierung
lady	lady
crucero	kreuzfahrt
crucero	kreuzer
apariciones	auftritte
apariciones	erscheinungen
pesos	gewichte
pesos	pesos
ocupar	besetzen
videos	videos
directora	leiterin
directora	direktorin
road	road
coste	kosten
polo	polo
sporting	sporting
nebraska	nebraska
medias	strümpfe
medias	strumpfhosen
proteínas	proteinen
proteínas	proteine
proteínas	eiweiß
eurovisión	eurovision
fundadores	gründer
maya	maya
bruce	bruce
coruña	coruña
girl	girl
depresión	tiefstand
depresión	depression
depresión	depressionen
firmado	gezeichnet
firmado	signiert
firmado	unterzeichnet
firmado	unterschrieben
clientes	klienten
clientes	kunden
barra	leiste
destruir	vernichten
destruir	zerstören
mente	verstand
limitada	begrenzte
limitada	beschränkt
limitada	limitiert
limitada	begrenzt
tus	deine
sesión	sitzung
protagonistas	protagonisten
protagonistas	hauptdarsteller
tribus	stämme
tribus	stämmen
cientos	hunderte
cientos	hundert
cientos	hunderten
siglas	akronyme
siglas	akronym
teclados	tastaturen
teclados	keyboards
union	union
invitados	gäste
carbono	kohlenstoff
graduó	graduierte
johnny	johnny
sony	sony
plazas	plätze
leonardo	leonardo
prefectura	präfektur
específicamente	spezifisch
específicamente	speziell
occidentales	westlichen
occidentales	westliche
techo	dach
doctorado	doktoranden
comando	befehl
comando	kommando
jimmy	jimmy
incendio	brand
intentos	versuche
cae	fällt
cae	stürzt
hitler	hitlers
hitler	hitler
marta	marta
culturas	kulturen
costumbres	gebräuche
costumbres	gewohnheiten
costumbres	bräuche
costumbres	sitten
riqueza	reichtum
altar	altar
triple	dreifache
triple	dreifach
triple	triple
hogares	haushalte
infraestructura	infrastruktur
dispositivo	vorrichtung
dispositivo	gerät
derrotar	besiegen
josep	josep
what	what
song	song
solicitud	antrag
silla	stuhl
informática	informatik
fronteras	grenzen
bartolomé	bartholomäus
maíz	mais
emmy	emmy
johann	johann
gato	katze
azúcar	zucker
sueco	schwedisch
sueco	schwede
sueco	schwedischen
sueco	schwedische
albacete	albacete
millón	million
lesión	läsion
lesión	verletzung
sonidos	geräusche
sonidos	töne
sonidos	klänge
sonidos	sounds
salvar	retten
atlanta	atlanta
nobel	nobel
friedrich	friedrich
composiciones	kompositionen
individuo	einzelperson
individuo	individuum
dividido	aufgeteilt
dividido	geteilt
dividido	gespalten
giro	giro
giro	wendung
alcalá	alcalá
men	men
medallistas	medaillengewinner
trece	dreizehn
crimen	verbrechen
first	first
correcto	richtig
correcto	korrekt
esclavos	sklaven
comics	comics
aguilar	aguilar
vuelos	fluge
vuelos	flüge
ayudó	half
abrir	öffnen
valparaíso	valparaíso
valparaíso	valparaiso
inmediato	sofortige
aparentemente	scheinbar
trujillo	trujillo
procedimiento	verfahren
procedimiento	prozedur
periodismo	journalismus
sábado	sonnabend
sábado	samstag
cuartel	kaserne
héroes	helder
héroes	helden
network	network
elizabeth	elizabeth
perspectiva	aussicht
perspectiva	perspektive
perspectiva	ausblick
cuevas	höhlen
decoración	dekoration
decoración	dekor
decoración	dekorieren
hijas	töchter
paraná	paraná
foro	forum
copia	abschreiben
copia	kopiert
copia	kopie
copia	kopieren
muros	mauern
retorno	rückkehr
sands	sands
lógica	logisch
lógica	logische
lógica	logisches
lógica	logik
soto	soto
cuarenta	vierzig
costo	kosten
costo	unkosten
extinción	ausrottung
extinción	erlöschen
extinción	auslöschung
extinción	aussterben
típico	typisches
típico	typischer
típico	typische
típico	typisch
típico	typischen
nativos	natives
nativos	native
conferencias	vorträge
conferencias	konferenzen
ajedrez	schach
señales	signale
trabajado	gearbeitet
tensión	anstrengung
tensión	spannungen
tensión	spannung
cesar	cesar
conciencia	bewusstsein
conciencia	gewissen
conciencia	gewissenhaftigkeit
conciencia	bewußtsein
seminario	seminar
juárez	juárez
juárez	juarez
técnicos	techniker
palmas	palmas
palmas	handflächen
órganos	organe
órganos	organen
cobertura	abdeckung
cobertura	deckung
jefes	bosse
jefes	chefs
gusta	gefällt
entradas	tickets
entradas	einträge
entradas	eintrittskarten
pelo	haar
pelo	haare
estatus	status
monterrey	monterrey
creció	wuchs
creció	aufgewachsen
miller	miller
contemporáneo	zeitgenössischen
contemporáneo	zeitgenössische
contemporáneo	zeitgenössisch
contemporáneo	zeitgenössisches
turístico	touristisch
seco	trocken
howard	howards
howard	howard
lisa	lisa
huracán	hurrikan
huracán	hurricane
huracán	orkan
huracán	wirbelsturm
cumbre	gipfeltreffen
residentes	einwohner
residentes	bewohner
ofreció	anbot
patrick	patrick
conservador	konservativ
conservador	konservativer
conservador	konservative
rueda	rad
valles	tälern
valles	täler
raión	rajon
completar	vervollständigen
pacto	pakt
llamar	anrufen
opiniones	ansichten
opiniones	meinungen
segovia	segovia
brazos	arme
brazos	armlehnen
british	british
moore	moore
consejero	berater
cámaras	kammern
cámaras	kameras
interpretar	interpretieren
isidro	isidro
off	off
empezaron	begannen
documentación	dokumentation
autopista	autobahn
arts	arts
circunstancias	umstände
parcial	partiell
parcial	teilweise
parcial	partielle
clan	clan
séptimo	siebtes
séptimo	siebter
séptimo	siebte
séptimo	siebten
juniors	junioren
juniors	juniors
historial	verlauf
billy	billy
impuestos	steuer
impuestos	steuern
reloj	taktgeber
reloj	uhr
delta	delta
pardo	pardo
extremadura	extremadura
intensidad	intensität
toronto	toronto
definir	festlegen
definir	definieren
liberales	liberal
liberales	liberalen
liberales	liberale
gabinete	kabinett
equilibrio	balance
equilibrio	gleichgewicht
esquina	ecke
allen	allen
recuerdo	erinnerung
inmigrantes	migranten
inmigrantes	einwanderer
inmigrantes	immigranten
inmigrantes	zuwanderer
pared	wand
henri	henri
órbita	umlaufbahn
órbita	orbit
aceptado	angenommen
aceptado	akzeptiert
tropicales	tropisches
tropicales	tropische
tropicales	tropischen
gótico	gotik
gótico	gotischen
gótico	gotische
airlines	airlines
vázquez	vázquez
della	della
soviético	sowjetischer
soviético	sowjetischen
anthony	anthony
pos	pos
goleador	torjäger
atletismo	leichtathletik
heavy	heavy
silencio	stille
silencio	ruhe
silencio	schweigen
trató	versuchte
trofeo	trophäe
ocupado	belegt
ocupado	beschäftigt
ocupado	besetzt
arqueológico	archäologischen
arqueológico	archäologische
pobres	armen
reconstrucción	wiederaufbau
reconstrucción	rekonstruktion
tratados	verträge
particulares	privatleute
particulares	privatpersonen
presa	talsperre
presa	staudamm
oportunidades	gelegenheiten
oportunidades	chancen
oportunidades	möglichkeiten
nevada	nevada
nevada	schneefall
calderón	calderón
monarquía	monarchie
percusión	percussion
circular	verkehren
circular	kreisförmig
circular	rundschreiben
biología	biologie
víctima	opfer
teología	theologie
nobleza	adel
escultores	bildhauern
gusto	geschmack
corporación	corporation
corporación	korporation
gimnasia	gymnastik
refugio	zuflucht
automóvil	automobil
formaron	formten
formaron	bildeten
renuncia	verzicht
renuncia	rücktritt
open	open
jugado	gespielt
filósofo	philosoph
filósofo	philosophen
cantar	singen
end	end
usualmente	normalerweise
pamplona	pamplona
sofía	sofia
antioquia	antioquia
temprana	frühe
ortega	ortega
absoluto	absoluten
absoluto	absolutes
absoluto	absoluter
herramienta	werkzeug
águila	adler
camiseta	trikot
camiseta	shirt
registrado	angemeldet
registrado	registriert
registrado	eingetragen
cabello	haar
cabello	haare
reinos	reiche
reinos	kingdoms
reinos	realms
reinos	königreiche
mix	mix
permiso	erlaubnis
musulmanes	muslime
musulmanes	moslems
diversidad	vielfalt
diversidad	diversität
two	two
andy	andy
andy	andys
testamento	testament
sudeste	südost
alfred	alfred
cortos	kurzfilme
julia	julia
fracaso	scheitern
fracaso	versagen
fracaso	misserfolg
vélez	vélez
óblast	oblast
superar	überwinden
drogas	drogen
fans	fans
cantidades	mengen
persecución	verfolgung
persecución	verfolgungsjagd
centenario	centenario
mac	mac
cuerdas	saiten
cuerdas	seile
cuerdas	schnüre
selecciones	auswahlen
selecciones	picks
artificial	künstlich
artificial	künstliches
artificial	künstliche
nominaciones	nominierungen
muestras	proben
tomaron	nahmen
like	like
pertenecía	gehörte
obrero	arbeiter
issn	issn
demócrata	demokrat
traducido	übersetzt
cerebro	hirn
cerebro	gehirn
sombra	schatten
mercados	märkten
mercados	märkte
iniciar	starten
toneladas	tonnen
confirmó	bestätigte
senadores	senatoren
cambiado	geändert
cambiado	verändert
ganadería	viehzucht
ganadería	tierhaltung
deuda	verschuldung
deuda	schulden
dark	dark
bell	bell
ciclistas	radfahrer
ciclistas	fahrradfahrer
vientos	winden
vientos	winde
experimental	experimentelle
experimental	experimentell
experimental	experimentellen
bancos	banken
bancos	bänke
seleccionado	ausgewählt
indio	indische
dudas	zweifeln
dudas	zweifel
vieron	sahen
partículas	partikel
partículas	teilchen
cali	cali
parcialmente	teilweise
bravo	bravo
específico	spezifisch
country	country
pastor	pfarrer
pastor	pastor
pastor	schäfer
pastor	hirte
iván	iwan
traje	kostüm
traje	anzug
flag	flag
monarca	monarch
murieron	starben
escuadra	geschwader
profesora	dozentin
profesora	professorin
profesora	lehrerin
enfrentamiento	showdown
circulación	zirkulation
formal	formell
formal	formale
formal	förmlichen
formal	formal
cerrado	verschlossen
cerrado	geschlossen
detalle	detail
tim	tim
desaparecido	verschwunden
desaparecido	vermisst
sucede	geschieht
simpson	simpson
pekín	peking
yugoslavia	jugoslawien
meta	zielvorgabe
meta	meta
vegas	vegas
ampliación	vergrößerung
ampliación	erweiterung
ibn	ibn
académica	akademisch
académica	akademische
localiza	stationiert
doctrina	lehre
doctrina	doktrin
dead	dead
iban	iban
conseguido	geschafft
cobre	kupfer
separado	getrennt
habitualmente	gewöhnlich
créditos	credits
coral	koralle
coral	coral
creados	geschaffen
line	line
paciente	geduldig
paciente	patienten
paciente	patient
paciente	patientin
arias	arias
great	great
memorias	memoiren
tailandia	thailand
pobre	armes
pobre	armer
pobre	arme
pobre	arm
telenovelas	seifenopern
calcio	calcium
calcio	kalzium
pasan	vergehen
velasco	velasco
precios	preise
precios	preisliste
talento	talente
talento	talent
talento	begabung
virrey	vizekönig
frecuentes	häufig
captura	capture
captura	fang
captura	fangen
cervantes	cervantes
próxima	nächste
antena	antenne
parada	abschaltung
parada	haltestelle
dientes	zähne
marvel	marvel
heart	heart
retirarse	zurückziehen
temática	thematik
marcado	markiert
puentes	brücken
volcán	vulkan
mora	mora
beneficios	profite
beneficios	gewinne
rodolfo	rodolfo
rodolfo	rudolf
reproducción	fortpflanzung
reproducción	wiedergabe
reproducción	reproduktion
sudamericano	südamerikanischen
platino	platin
field	field
gala	gala
charlie	charlie
hockey	hockey
fósiles	fossilien
presentaciones	präsentationen
presentaciones	vorträge
tablas	tabellen
representaciones	aufführungen
representaciones	vertretungen
ofensiva	offensiv
ofensiva	beleidigend
ofensiva	offensive
ofensiva	anstößig
rector	rektor
negó	verweigerte
roy	roy
coches	autos
unesco	unesco
designación	benennung
incidente	vorfall
incidente	zwischenfall
alicia	alicia
alicia	alice
abogados	juristen
abogados	rechtsanwälte
abogados	anwälte
funcionarios	beamte
funcionarios	beamten
esperar	abwarten
esperar	warten
esperar	erwarten
atlas	atlas
russell	russell
cruces	kreuze
cruces	kreuzungen
cruces	kreuzen
magazine	magazine
exactamente	genau
exactamente	exakt
mira	schau
leo	leo
opciones	optionen
alcaldes	bürgermeistern
cortés	höfliche
cortés	höflich
legislativo	legislative
oliver	oliver
fortuna	fortuna
nova	nova
localizada	lokalisierte
localizada	lokalisiert
legislación	gesetzgebung
legislación	rechtsetzung
legislación	rechtsvorschriften
soria	soria
warner	warner
last	last
bernard	bernard
rené	rené
matt	matt
instrucción	anweisung
lanzar	ausstoßen
lanzar	werfen
modalidad	modalität
accidentes	abstürze
accidentes	unfällen
accidentes	unfälle
spider	spider
adecuado	geeignet
adecuado	angemessen
poseía	besaß
plena	volle
emitido	ausgestellt
venezolana	venezolanischen
delegación	delegation
sudamericana	südamerikanische
palencia	palencia
apoyar	unterstützen
apoyar	stützen
reconoce	erkennt
reconoce	anerkennt
causó	verursachte
marrón	brauner
marrón	braune
marrón	braun
value	value
relevantes	relevant
magia	magie
magia	zauber
magia	zauberei
núcleos	kerne
vender	verkaufen
houston	houston
hard	hard
part	part
manejo	bedienung
manejo	handhabung
manejo	handhaben
campamento	lager
campamento	camp
siguieron	folgten
dorado	goldener
ryan	ryan
armando	armando
diarios	tagebücher
directiva	direktive
directiva	richtlinie
armenia	armenien
armenia	armenische
mina	mine
mina	grube
mina	bergwerk
gráfico	diagramm
gráfico	grafik
amateur	amateur
consultado	konsultierte
consultado	konsultiert
cuál	welches
cuál	welcher
gracia	anmut
gracia	gnade
franklin	franklin
viuda	verwitwete
viuda	witwe
viuda	verwitwet
salazar	salazar
pirineos	pyrenäen
rescate	rettungsaktion
rescate	bergung
rescate	rettung
rescate	rettungs
aceptar	annehmen
aceptar	akzeptieren
actúa	wirkt
relieve	relief
considerable	beträchtlich
integral	integrale
integral	integral
organizar	organisieren
organizar	ordnen
reducido	reduziert
reducido	verringert
reducido	reduzierte
paula	paula
sobrino	neffen
sobrino	neffe
come	iss
come	isst
guayaquil	guayaquil
perros	hunde
cliente	kunde
profundo	tief
ruedas	räder
modificaciones	modifikationen
modificaciones	änderungen
inmigración	einwanderung
inmigración	einwanderungsbehörde
inmigración	zuwanderung
aguirre	aguirre
arqueológicos	archäologischen
channel	channel
down	down
gallego	galicisch
mariscal	marschall
naranja	orange
autobuses	busse
embalse	talsperre
embalse	staudamm
embalse	reservoir
embalse	stausee
americanos	amerikaner
rayos	strahlen
ducado	herzog
ducado	herzogtum
aficionados	amateure
condados	grafschaften
condados	landkreise
condados	counties
marc	marc
gordon	gordon
multitud	menschenmenge
multitud	gedränge
multitud	menge
generar	erzeugen
generar	generieren
cubre	deckt
finalista	finalist
cátedra	lehrstuhl
espiritual	geistige
espiritual	geistlich
espiritual	spirituell
espiritual	spirituelle
espiritual	geistig
page	page
violín	geige
violín	fiedel
violín	violine
seno	sinus
fort	fort
síntesis	synthese
way	way
recibieron	empfingen
recibieron	erhielten
clark	clark
sacerdotes	priestern
sacerdotes	priester
shorts	shorts
evaluación	würdigung
evaluación	bewertung
evaluación	auswertung
evaluación	evaluierung
evaluación	beurteilung
modos	modi
inscripción	eintragung
inscripción	einschreibung
inscripción	anmeldung
descubrir	entdecken
enfoque	fokussierung
enfoque	fokus
enfoque	ansatz
anne	anne
industrias	branchen
industrias	industrien
mejoras	verbesserungen
publicar	veröffentlichen
publicar	publizieren
publicar	posten
judío	jüdisches
judío	jüdisch
judío	jude
abadía	abtei
vándalo	vandale
crédito	kredit
crédito	gutschrift
roque	roque
queen	queen
deberían	sollten
institucional	institutionell
institucional	institutionellen
operador	operator
operador	betreiber
negociaciones	verhandlungen
serrano	serrano
inclinación	geneigt
inclinación	neigen
inclinación	neigung
judía	jüdisch
judía	jüdische
judía	jüdin
escritas	niedergeschrieben
amante	geliebter
amante	liebhaber
amante	geliebte
wayne	wayne
wayne	waynes
holanda	holland
arroz	reis
dificultad	schwierigkeit
jugaba	spielte
sicilia	sizilien
dave	dave
dave	daves
sustituido	ersetzte
sustituido	ersetzt
secundario	sekundär
secundario	sekundären
hilo	faden
hilo	thread
belga	belgischer
belga	belgisches
belga	belgische
belga	belgischen
belga	belgier
épocas	epochen
terminado	abgeschlossen
terminado	beendet
terminado	fertig
cabildo	cabildo
dragón	drache
dragón	drachen
organizada	organisiert
organizada	organisierte
ofrecer	bieten
ofrecer	anbieten
armamento	bewaffnung
profunda	tief
napoleón	napoleons
napoleón	napoleon
link	link
recepción	empfang
recepción	rezeption
igualdad	gleichheit
conductor	treiber
conductor	fahrzeugführer
conductor	fahrer
orleans	orleans
orleans	orléans
krasnodar	krasnodar
sabor	schmecken
sabor	geschmack
síntomas	symptome
detenido	häftling
detenido	angehalten
legión	legion
golden	golden
nominado	nominiert
nominado	nominierte
alcanzado	erzielt
alcanzado	erreicht
alcanzado	erreichte
festivales	festivals
elegidos	gewählt
pabellón	pavillon
christopher	christopher
túnel	tunnel
jason	jason
surge	entsteht
baviera	bayern
soberanía	hoheitsrechte
soberanía	souveränität
expertos	experten
expertos	sachverständige
alaska	alaska
asesino	killer
asesino	mörder
asesino	attentäter
permanece	bleibt
tecnológico	technologisch
prima	prämie
manifestaciones	manifestationen
manifestaciones	kundgebungen
manifestaciones	demonstrationen
bolsa	tasche
bolsa	beutel
bolsa	börse
cercanos	nahe
usó	nutzte
masas	massen
paralelo	parallelen
paralelo	parallele
paralelo	parallel
paralelo	paralleles
empezar	beginnen
empezar	anfangen
demostrar	beweisen
demostrado	demonstriert
demostrado	gezeigt
demostrado	bewiesen
fragmentos	schnipsel
fragmentos	fragmente
fragmentos	scherben
acuerdos	abkommen
acuerdos	vereinbarungen
aparecido	erschienen
aparecido	aufgetaucht
ballet	ballett
wikimedia	wikimedia
moon	moon
toros	bullen
toros	stiere
escenarios	schauplätze
escenarios	bühnen
escenarios	szenarien
crece	wächst
diálogo	dialog
lema	wahlspruch
lema	motto
lema	slogan
observa	merkt
observa	beobachte
informó	berichtet
informó	berichtete
informó	meldete
diplomático	diplomat
diplomático	diplomatisch
diplomático	diplomatischen
diplomático	diplomaten
malasia	malaysia
adams	adams
socio	partner
lingüística	linguistik
lingüística	sprachliche
lingüística	sprachwissenschaft
condesa	gräfin
mencionar	erwähnen
ross	ross
cumple	erfüllt
cumple	erfülle
identificación	identifizierung
identificación	identifikation
identificación	kennzeichnung
good	good
describió	beschrieb
electricidad	strom
electricidad	elektrizität
sesiones	sitzungen
sesiones	sessions
tránsito	transit
tránsito	durchfuhr
tránsito	durchfahrt
típica	typisches
típica	typischer
típica	typische
típica	typisch
típica	typischen
robin	robin
filial	tochtergesellschaft
atmósfera	atmosphäre
madonna	madonna
explicar	erklären
explicar	erläutern
colectivo	kollektives
colectivo	kollektiv
vacío	leere
vacío	leer
vacío	vakuum
requisitos	voraussetzungen
requisitos	anforderungen
pontificia	päpstliche
diana	diana
family	family
nieve	schnee
pares	paaren
comunistas	kommunisten
colina	hügel
cuerda	schnur
cuerda	seil
reporta	meldet
reporta	melde
espectáculos	aufführungen
espectáculos	shows
señores	herren
aplica	wendet
chicas	mädels
vizcaya	biskaya
jane	jane
sentimientos	gefühlen
sentimientos	gefühle
aparato	apparatur
variables	variablen
reunió	versammelte
project	project
poderoso	mächtig
poderoso	kraftvoll
poderoso	mächtiger
antiguamente	früher
nacionalista	nationalistisch
nacionalista	nationalistische
nacionalista	nationalisten
nacionalista	nationalistischen
funda	hülle
jeff	jeff
podido	gekonnt
barón	baron
salinas	salinas
venganza	vergeltung
venganza	rache
sajonia	sachsen
socks	socks
official	official
clínica	klinik
clínica	klinische
harvard	harvard
observación	beobachtung
observación	bemerkung
bajista	bassist
explosión	blast
explosión	explosion
bruno	bruno
armado	bewaffnet
aux	aux
acusado	angeklagt
acusado	angeklagten
acusado	beschuldigt
acusado	angeklagter
acusado	angeklagte
mínima	minimale
mínima	minimal
renovación	erneuerung
renovación	verlängerung
renovación	renovierung
diosa	göttin
ventana	fenster
rusos	russen
reservas	buchungen
reservas	reservierung
variaciones	variationen
ventanas	fenster
ventanas	fenstern
sat	tss
sat	sat
visitar	besuchen
herencia	vererbung
herencia	erbe
herencia	erbschaft
gijón	gijón
vueltas	runden
vueltas	drehungen
vueltas	umdrehungen
juntas	zusammen
aeronaves	luftfahrzeuge
madagascar	madagaskar
extremos	enden
plato	teller
eugenio	eugenio
claude	claude
dir	dir
añade	füge
instrumental	instrumental
gravedad	schwerkraft
gravedad	gravitation
gravedad	schweregrad
gravedad	schwere
competir	konkurrieren
ferrocarriles	eisenbahnen
líquido	flüssig
líquido	flüssigkeit
pozo	brunnen
pozo	wohlauf
plataformas	plattformen
jonathan	jonathan
pecho	brust
pecho	brustkorb
constelación	sternbild
constelación	konstellation
explicación	erläuterung
explicación	erklärung
conclusión	schlußfolgerung
conclusión	schlussfolgerung
conclusión	fazit
prestigio	prestige
campesinos	bauern
kelly	kelly
aumenta	erhöht
biblia	bibel
antología	anthologie
inspiración	inspirationen
inspiración	inspiration
impresión	drucken
impresión	druck
impresión	eindruck
fría	kalte
fría	kalten
diseños	designs
diseños	entwürfe
teléfono	telefon
pío	pius
ideología	ideologie
costumbre	gewohnheit
costumbre	gewohnt
costumbre	angewohnheit
patricia	patricia
georges	georges
cómic	comics
cómic	comic
huelva	huelva
logros	errungenschaften
comprar	kaufen
comprar	kauf
enterrado	vergraben
enterrado	begraben
enterrado	beerdigt
herido	verletzt
herido	verwundet
cubierto	abgedeckt
cubierto	bedeckt
mental	mental
mental	geistige
mental	geistig
franz	franz
polémica	polemik
polémica	kontrovers
polémica	umstritten
polémica	umstrittene
crónicas	chroniken
principado	fürstentum
alegre	heiter
alegre	fröhlich
relativa	relative
relativa	relativen
suelos	böden
suelos	fußböden
parecía	schien
oaxaca	oaxaca
unida	vereinigt
unida	vereinte
unida	vereint
recurso	ressource
rubio	blonder
vivían	lebten
vela	kerze
vela	segel
creek	creek
chávez	chávez
voleibol	volleyball
ocurrido	aufgetreten
conjuntos	sets
conjuntos	baugruppen
rolling	rolling
competencias	befugnisse
competencias	zuständigkeiten
competencias	kompetenzen
talla	grösse
bafta	bafta
personalidades	persönlichkeiten
experiencias	erfahrungen
austin	austin
giras	tourneen
sesenta	sechzig
cannes	cannes
fases	phasen
orgánica	organischen
orgánica	organische
piensa	denk
piensa	denke
piensa	denkt
carbón	kohle
convirtieron	verwandelten
mozart	mozarts
mozart	mozart
set	set
sufre	erleidet
sufre	leidet
vocales	vokale
perdidos	verirrt
pesado	schwer
pesado	schwere
sorpresa	überraschen
sorpresa	überraschung
cruce	kreuzung
descendencia	nachkommen
descendencia	nachkommenschaft
descendencia	nachkomme
descendencia	nachwuchs
yacimientos	lagerstätten
badajoz	badajoz
bárbara	barbara
romance	romantik
romance	romanze
escuadrón	schwadron
oxígeno	sauerstoff
jueves	donnerstag
cráter	krater
distinción	unterscheidung
abandonado	aufgegeben
abandonado	verlassen
nominación	nominierung
instancia	instanz
reuniones	sitzungen
reuniones	meetings
reuniones	tagungen
reuniones	versammlungen
mármol	marmor
instrucciones	anweisungen
pascual	pascual
jalisco	jalisco
cura	heilt
disolución	auflösung
vivía	wohnte
vivía	lebte
interpretando	interpretiert
interpretando	interpretiere
milenio	jahrtausend
milenio	jahrtausendwende
ligero	leichte
ligero	leichtes
ligero	leicht
sagrado	heilig
sagrado	heiliges
empresarios	unternehmer
empresarios	arbeitgeber
húngaro	ungar
húngaro	ungarisch
matriz	array
matriz	matrix
sara	sara
marshall	marshall
marshall	marshalls
sebastian	sebastian
pase	passiert
wilhelm	wilhelm
coordinación	koordinierung
coordinación	koordination
sarmiento	sarmiento
perteneció	gehörte
condenado	verurteilter
condenado	verurteilt
condenado	verurteilte
caliente	geil
caliente	heiß
caliente	warm
caliente	heiss
caliente	heiße
represión	repression
represión	repressionen
represión	unterdrückung
corredor	läufer
corredor	korridor
radiación	bestrahlung
radiación	strahlung
rostro	gesicht
baker	baker
tito	tito
tito	titus
point	point
estética	ästhetik
visitas	besuche
visitas	besichtigungen
otto	otto
condes	grafen
colonos	kolonisten
colonos	siedler
configuración	einrichten
configuración	konfiguration
configuración	einstellungen
boda	hochzeit
boda	heiraten
gobernadores	gouverneure
permitía	zuließ
entiendo	verstehe
crearon	schufen
mecanismos	mechanismen
entrantes	eingehende
renunció	zurückgetreten
trasladado	verschoben
trasladado	verlagert
trasladado	umgezogen
gen	gen
plants	plants
lleno	voll
lleno	voller
lleno	gefüllt
sentencia	urteil
congregación	kongregation
trazado	vorgezeichnet
kennedy	kennedys
kennedy	kennedy
subsp	subsp
defensores	befürworter
comentó	kommentierte
gay	homosexuell
gay	schwul
bóveda	tresorraum
bóveda	tresor
bóveda	gewölbe
bóveda	gruft
sueños	träume
anualmente	jährlich
asentamientos	siedlungen
